Title,Rating,Year,Month,Runtime,Directors,Budget,Income,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Top_50_Director,Lead,Supporting,Lead_Top,Supporting_Top
Cinderella,6.9,2015,3,105,Kenneth Branagh,95000000.0,542358331.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Lily James, Cate Blanchett,0,0
Crimson Peak,6.5,2015,10,119,Guillermo del Toro,55000000.0,74679822.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Mia Wasikowska, Jessica Chastain,1,0
Mission: Impossible - Rogue Nation,7.4,2015,7,131,Christopher McQuarrie,150000000.0,682716636.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tom Cruise, Rebecca Ferguson,1,0
The Gift,7.0,2015,8,108,Joel Edgerton,5000000.0,58980521.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Jason Bateman, Rebecca Hall,1,0
Bridge of Spies,7.6,2015,10,142,Steven Spielberg,40000000.0,165478348.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Tom Hanks, Mark Rylance,1,0
Bone Tomahawk,7.1,2015,2,132,S Craig Zahler,1800000.0,382579.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Kurt Russell, Patrick Wilson,1,0
Knock Knock,4.9,2015,10,99,Eli Roth,2500000.0,5567103.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Keanu Reeves, Lorenza Izzo,1,0
Terminator Genisys,6.3,2015,7,126,Alan Taylor,155000000.0,440603537.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Arnold Schwarzenegger, Jason Clarke,1,0
The Boy Next Door,4.7,2015,1,91,Rob Cohen,4000000.0,52425855.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Jennifer Lopez, Ryan Guzman,1,0
Straight Outta Compton,7.8,2015,8,147,F Gary Gray,28000000.0,201634991.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,O Shea Jackson Jr , Corey Hawkins,0,0
San Andreas,6.1,2015,5,114,Brad Peyton,110000000.0,474009154.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Dwayne Johnson, Carla Gugino,1,0
Tomorrowland,6.4,2015,5,130,Brad Bird,190000000.0,209035668.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,George Clooney, Britt Robertson,1,0
Furious 7,7.1,2015,4,137,James Wan,190000000.0,1515341399.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Vin Diesel, Paul Walker,1,0
The Visit,6.2,2015,9,94,M Night Shyamalan,5000000.0,98450062.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,Olivia DeJonge, Ed Oxenbould,0,0
Creed,7.6,2015,11,133,Ryan Coogler,35000000.0,173578883.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Michael B Jordan, Sylvester Stallone,0,0
Pixels,5.6,2015,7,105,Chris Columbus,88000000.0,244874809.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Adam Sandler, Kevin James,1,0
The Intern,7.1,2015,9,121,Nancy Meyers,35000000.0,194564672.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Robert De Niro, Anne Hathaway,1,0
Minions,6.4,2015,7,91,"Kyle Balda, Pierre Coffin",74000000.0,1159444662.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sandra Bullock, Jon Hamm,1,0
Entourage,6.5,2015,6,104,Doug Ellin,30000000.0,49263404.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adrian Grenier, Kevin Connolly,0,0
Focus,6.6,2015,2,105,"Glenn Ficarra, John Requa",50100000.0,158762963.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Will Smith, Margot Robbie,1,0
Joy,6.6,2015,12,124,David O Russell,60000000.0,101134059.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jennifer Lawrence, Robert De Niro,1,0
The Danish Girl,7.1,2015,1,119,Tom Hooper,15000000.0,64191523.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eddie Redmayne, Alicia Vikander,1,0
Little Boy,7.3,2015,4,106,Alejandro Monteverde,20000000.0,17572289.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Jakob Salvati, Emily Watson,0,0
Black Mass,6.9,2015,9,123,Scott Cooper,53000000.0,99775678.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Johnny Depp, Benedict Cumberbatch,1,0
Ted 2,6.3,2015,6,115,Seth MacFarlane,68000000.0,215863606.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mark Wahlberg, Seth MacFarlane,1,0
Spy,7.0,2015,6,120,Paul Feig,65000000.0,235666219.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Melissa McCarthy, Rose Byrne,1,0
Fantastic Four,4.3,2015,8,100,Josh Trank,120000000.0,167882881.0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Miles Teller, Kate Mara,1,0
The Last Witch Hunter,5.9,2015,10,106,Breck Eisner,90000000.0,146936910.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vin Diesel, Rose Leslie,1,0
The Divergent Series: Insurgent,6.2,2015,3,119,Robert Schwentke,110000000.0,297002527.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Shailene Woodley, Ansel Elgort,1,0
In the Heart of the Sea,6.9,2015,12,122,Ron Howard,100000000.0,93920758.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chris Hemsworth, Cillian Murphy,1,0
Point Break,5.3,2015,12,114,Ericson Core,105000000.0,133718711.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Edgar Ram rez, Luke Bracey,0,0
Brooklyn,7.5,2015,11,117,John Crowley,11000000.0,62402155.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Saoirse Ronan, Emory Cohen,1,0
Baahubali: The Beginning,8.0,2015,7,159,S S Rajamouli,18026148.0,24548038.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prabhas, Rana Daggubati,0,0
Jupiter Ascending,5.3,2015,2,127,Lana Wachowski,176000000.0,183887723.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Channing Tatum, Mila Kunis,1,0
Goosebumps,6.3,2015,10,103,Rob Letterman,58000000.0,158261424.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Jack Black, Dylan Minnette,1,0
Home,6.6,2015,3,94,Tim Johnson,135000000.0,386041607.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jim Parsons, Rihanna,0,0
Pan,5.7,2015,10,111,Joe Wright,150000000.0,128388320.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Levi Miller, Hugh Jackman,0,0
The Longest Ride,7.0,2015,4,123,George Tillman Jr,34000000.0,62944815.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Scott Eastwood, Britt Robertson,0,0
Aloha,5.4,2015,5,105,Cameron Crowe,37000000.0,26250020.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bradley Cooper, Rachel McAdams,1,0
The Wave,6.6,2015,8,105,Roar Uthaug,6360000.0,12975143.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Kristoffer Joner, Ane Dahl Torp,0,0
Tale of Tales,6.4,2015,4,134,Matteo Garrone,12720000.0,5500277.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Salma Hayek, Vincent Cassel,1,0
Steve Jobs,7.2,2015,10,122,Danny Boyle,30000000.0,34441873.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Michael Fassbender, Kate Winslet,1,0
Heist,6.1,2015,11,93,Scott Mann,8900000.0,3777046.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Robert De Niro, Jeffrey Dean Morgan,1,0
Youth,7.3,2015,12,124,Paolo Sorrentino,13038000.0,23469540.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Michael Caine, Harvey Keitel,1,0
The DUFF,6.4,2015,2,101,Ari Sandel,8500000.0,43709744.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Mae Whitman, Bella Thorne,0,0
Chappie,6.8,2015,3,120,Neill Blomkamp,49000000.0,102811889.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sharlto Copley, Dev Patel,0,0
Tangerine,7.1,2015,7,88,Sean Baker,100000.0,840099.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitana Kiki Rodriguez, Mya Taylor,0,0
No Escape,6.7,2015,8,103,John Erick Dowdle,16200000.0,54418872.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Lake Bell, Pierce Brosnan,1,0
Dope,7.2,2015,6,103,Rick Famuyiwa,7000000.0,17986781.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shameik Moore, Tony Revolori,0,0
Demolition,7.0,2015,4,101,Jean Marc Vall e,10000000.0,4366460.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jake Gyllenhaal, Naomi Watts,1,0
Hardcore Henry,6.7,2015,4,96,Ilya Naishuller,2000000.0,16810562.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sharlto Copley, Tim Roth,0,0
Blackhat,5.4,2015,1,133,Michael Mann,70000000.0,19652057.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Chris Hemsworth, Viola Davis,1,0
Interstellar,8.6,2014,11,169,Christopher Nolan,165000000.0,773867216.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Matthew McConaughey, Anne Hathaway,1,0
The Best of Me,6.6,2014,10,118,Michael Hoffman,26000000.0,38609668.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,James Marsden, Michelle Monaghan,1,0
Guardians of the Galaxy,8.0,2014,8,121,James Gunn,170000000.0,773350147.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Chris Pratt, Vin Diesel,1,0
Whiplash,8.5,2014,10,106,Damien Chazelle,3300000.0,49396747.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Miles Teller, J K Simmons,1,0
Gone Girl,8.1,2014,10,149,David Fincher,61000000.0,369330363.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Ben Affleck, Rosamund Pike,1,0
Edge of Tomorrow,7.9,2014,6,113,Doug Liman,178000000.0,370541256.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Tom Cruise, Emily Blunt,1,0
John Wick,7.4,2014,10,101,"Chad Stahelski, David Leitch",20000000.0,86081711.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Keanu Reeves, Michael Nyqvist,1,0
The Grand Budapest Hotel,8.1,2014,3,99,Wes Anderson,25000000.0,173082189.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ralph Fiennes, F Murray Abraham,1,0
The Maze Runner,6.8,2014,9,113,Wes Ball,34000000.0,348319861.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Dylan O Brien, Kaya Scodelario,0,0
Tusk,5.3,2014,9,102,Kevin Smith,3000000.0,1882074.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Justin Long, Michael Parks,1,0
Kingsman: The Secret Service,7.7,2014,2,129,Matthew Vaughn,81000000.0,414351546.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colin Firth, Taron Egerton,1,0
Transformers: Age of Extinction,5.6,2014,6,165,Michael Bay,210000000.0,1104054072.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mark Wahlberg, Nicola Peltz Beckham,1,0
Fury,7.5,2014,10,134,David Ayer,68000000.0,211822697.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Brad Pitt, Shia LaBeouf,1,0
Cake,6.4,2014,1,102,Daniel Barnz,7000000.0,2433850.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jennifer Aniston, Adriana Barraza,1,0
The Equalizer,7.2,2014,9,132,Antoine Fuqua,55000000.0,192330738.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Denzel Washington, Marton Csokas,1,0
Divergent,6.6,2014,3,139,Neil Burger,85000000.0,288885818.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Shailene Woodley, Theo James,1,0
Ex Machina,7.7,2014,4,108,Alex Garland,15000000.0,37394629.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Alicia Vikander, Domhnall Gleeson,1,0
Nightcrawler,7.8,2014,10,117,Dan Gilroy,8500000.0,47398992.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Jake Gyllenhaal, Rene Russo,1,0
The Imitation Game,8.0,2014,12,114,Morten Tyldum,14000000.0,233555708.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benedict Cumberbatch, Keira Knightley,1,0
Night at the Museum: Secret of the Tomb,6.2,2014,12,98,Shawn Levy,127000000.0,363204635.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ben Stiller, Robin Williams,1,0
Captain America: The Winter Soldier,7.8,2014,4,136,Anthony Russo,170000000.0,714421503.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Chris Evans, Samuel L Jackson,1,0
American Sniper,7.3,2014,1,133,Clint Eastwood,58800000.0,547459020.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bradley Cooper, Sienna Miller,1,0
Predestination,7.4,2014,1,97,Michael Spierig,5100000.0,4942449.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Ethan Hawke, Sarah Snook,1,0
Life After Beth,5.6,2014,7,89,Jeff Baena,2400000.0,274717.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Aubrey Plaza, Dane DeHaan,0,0
22 Jump Street,7.0,2014,6,112,Phil Lord,50000000.0,331333876.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Channing Tatum, Jonah Hill,1,0
Unbroken,7.2,2014,12,137,Angelina Jolie,65000000.0,161459297.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jack O Connell, Miyavi,0,0
A Million Ways to Die in the West,6.1,2014,5,116,Seth MacFarlane,40000000.0,87189756.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Seth MacFarlane, Charlize Theron,1,0
Birdman or (The Unexpected Virtue of Ignorance),7.7,2014,11,119,Alejandro G I rritu,18000000.0,103215094.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michael Keaton, Zach Galifianakis,1,0
The Hobbit: The Battle of the Five Armies,7.4,2014,12,144,Peter Jackson,250000000.0,962201338.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Ian McKellen, Martin Freeman,1,0
It Follows,6.8,2014,3,100,David Robert Mitchell,1000000.0,21947454.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,Maika Monroe, Keir Gilchrist,0,0
Teenage Mutant Ninja Turtles,5.8,2014,8,101,Jonathan Liebesman,125000000.0,485004754.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Megan Fox, Will Arnett,1,0
What We Do in the Shadows,7.6,2014,2,86,Jemaine Clement,1600000.0,7412611.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Jemaine Clement, Taika Waititi,0,0
Sex Tape,5.1,2014,7,94,Jake Kasdan,40000000.0,126069509.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Jason Segel, Cameron Diaz,1,0
Chef,7.3,2014,5,114,Jon Favreau,11000000.0,48428048.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jon Favreau, Robert Downey Jr ,1,0
The Interview,6.5,2014,12,112,Evan Goldberg,44000000.0,11782625.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,James Franco, Seth Rogen,1,0
300: Rise of an Empire,6.2,2014,3,102,Noam Murro,110000000.0,337580051.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sullivan Stapleton, Eva Green,0,0
X-Men: Days of Future Past,7.9,2014,5,132,Bryan Singer,200000000.0,746045700.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Patrick Stewart, Ian McKellen,1,0
Dracula Untold,6.2,2014,10,92,Gary Shore,70000000.0,217124280.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Luke Evans, Dominic Cooper,0,0
Wild Tales,8.1,2014,8,122,Dami n Szifron,3300000.0,31061476.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Dar o Grandinetti, Mar a Marull,0,0
The Lego Movie,7.7,2014,2,100,Phil Lord,60000000.0,468266122.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chris Pratt, Will Ferrell,1,0
Godzilla,6.4,2014,5,123,Gareth Edwards,160000000.0,524976069.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Aaron Taylor Johnson, Elizabeth Olsen,0,0
The Giver,6.4,2014,8,97,Phillip Noyce,25000000.0,66980456.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Brenton Thwaites, Jeff Bridges,0,0
Inherent Vice,6.6,2014,1,148,Paul Thomas Anderson,20000000.0,14710975.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Joaquin Phoenix, Josh Brolin,1,0
The Fault in Our Stars,7.7,2014,6,126,Josh Boone,12000000.0,307166834.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Shailene Woodley, Ansel Elgort,1,0
Lucy,6.4,2014,7,89,Luc Besson,40000000.0,469058574.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Scarlett Johansson, Morgan Freeman,1,0
Into the Woods,5.9,2014,12,125,Rob Marshall,50000000.0,212902372.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anna Kendrick, Meryl Streep,1,0
Dumb and Dumber To,5.6,2014,11,109,Bobby Farrelly,40000000.0,169837010.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jim Carrey, Jeff Daniels,1,0
Barefoot,6.5,2014,9,90,Andrew Fleming,6000000.0,15071.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Evan Rachel Wood, Scott Speedman,1,0
The Amazing Spider-Man 2,6.6,2014,5,142,Marc Webb,200000000.0,708982323.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Andrew Garfield, Emma Stone,1,0
Paddington,7.3,2014,1,95,Paul King,55000000.0,282377683.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Hugh Bonneville, Sally Hawkins,0,0
The Theory of Everything,7.7,2014,11,123,James Marsh,15000000.0,123726688.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eddie Redmayne, Felicity Jones,1,0
Neighbors,6.3,2014,5,97,Nicholas Stoller,18000000.0,270665134.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seth Rogen, Rose Byrne,1,0
Maleficent,6.9,2014,5,97,Robert Stromberg,180000000.0,758411779.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Angelina Jolie, Elle Fanning,1,0
The Hunger Games: Mockingjay - Part 1,6.6,2014,11,123,Francis Lawrence,125000000.0,755356711.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Jennifer Lawrence, Josh Hutcherson,1,0
The Expendables 3,6.1,2014,8,126,Patrick Hughes,80000000.0,214657577.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sylvester Stallone, Jason Statham,1,0
Big Hero 6,7.8,2014,11,102,Don Hall,165000000.0,657869686.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ryan Potter, Scott Adsit,0,0
The Babadook,6.8,2014,11,94,Jennifer Kent,2000000.0,10484459.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Essie Davis, Noah Wiseman,0,0
Boyhood,7.9,2014,8,165,Richard Linklater,4000000.0,48137666.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ellar Coltrane, Patricia Arquette,0,0
Sin City: A Dame to Kill For,6.5,2014,8,102,Frank Miller,65000000.0,39407616.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Mickey Rourke, Jessica Alba,1,0
Noah,5.8,2014,3,138,Darren Aronofsky,125000000.0,359200044.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Russell Crowe, Jennifer Connelly,1,0
RoboCop,6.2,2014,2,117,Jos Padilha,100000000.0,242688965.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Joel Kinnaman, Gary Oldman,0,0
Jack Ryan: Shadow Recruit,6.2,2014,1,105,Kenneth Branagh,60000000.0,135503748.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Chris Pine, Kevin Costner,1,0
Dawn of the Planet of the Apes,7.6,2014,7,130,Matt Reeves,170000000.0,710644566.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gary Oldman, Keri Russell,1,0
The Other Woman,6.0,2014,4,109,Nick Cassavetes,40000000.0,196710396.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cameron Diaz, Leslie Mann,1,0
The Drop,7.0,2014,9,106,Micha l R Roskam,12600000.0,18658381.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tom Hardy, Noomi Rapace,1,0
Hercules,6.0,2014,7,98,Brett Ratner,100000000.0,244819862.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Dwayne Johnson, John Hurt,1,0
Foxcatcher,7.0,2014,1,134,Bennett Miller,24000000.0,19206513.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Steve Carell, Channing Tatum,1,0
That Awkward Moment,6.1,2014,1,94,Tom Gormican,8000000.0,45640143.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Zac Efron, Michael B Jordan,0,0
Annie,5.3,2014,12,118,Will Gluck,65000000.0,136853506.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Quvenzhan Wallis, Cameron Diaz,0,0
The Guest,6.7,2014,9,100,Adam Wingard,5000000.0,2700051.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Dan Stevens, Sheila Kelley,0,0
Annabelle,5.4,2014,10,99,John R Leonetti,6500000.0,257589721.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,Ward Horton, Annabelle Wallis,0,0
"As Above, So Below",6.2,2014,8,93,John Erick Dowdle,5000000.0,41898409.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,Perdita Weeks, Ben Feldman,0,0
Endless Love,6.2,2014,2,104,Shana Feste,20000000.0,34718173.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Gabriella Wilde, Alex Pettyfer,0,0
Non-Stop,6.9,2014,2,106,Jaume Collet Serra,50000000.0,222809600.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Liam Neeson, Julianne Moore,1,0
The Purge: Anarchy,6.4,2014,7,103,James DeMonaco,9000000.0,111928365.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Frank Grillo, Carmen Ejogo,0,0
Blended,6.5,2014,5,117,Frank Coraci,40000000.0,128006208.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Adam Sandler, Drew Barrymore,1,0
Exodus: Gods and Kings,6.0,2014,12,150,Ridley Scott,140000000.0,268175631.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Christian Bale, Joel Edgerton,1,0
Big Eyes,7.0,2014,12,106,Tim Burton,10000000.0,29253166.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Amy Adams, Christoph Waltz,1,0
This Is Where I Leave You,6.6,2014,9,103,Shawn Levy,19800000.0,41296320.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jason Bateman, Tina Fey,1,0
Need for Speed,6.4,2014,3,132,Scott Waugh,66000000.0,203277636.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Aaron Paul, Dominic Cooper,1,0
Vampire Academy,5.4,2014,2,104,Mark Waters,30000000.0,15642346.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zoey Deutch, Lucy Fry,0,0
Deliver Us from Evil,6.2,2014,7,118,Scott Derrickson,30000000.0,87937815.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eric Bana, Edgar Ram rez,1,0
