Title,Rating,Year,Month,Certificate,Runtime,Directors,Stars,Filming_location,Budget,Income,Country_of_origin, Action, Adventure, Biography, Comedy, Crime, Drama, Family, Fantasy, History, Horror, Music, Musical, Mystery, Romance, Sci-Fi, Sport, Thriller, War, Western,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Horror,Mystery,Romance,Sci-Fi,Thriller
Black Panther,7.3,2018,February,PG-13,134,Ryan Coogler,"Chadwick Boseman, Michael B Jordan, Lupita Nyong o, Danai Gurira",Argentina,"$200,000,000 ","$1,382,248,826 ",United States,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hereditary,7.3,2018,June,R,127,Ari Aster,"Toni Collette, Milly Shapiro, Gabriel Byrne, Alex Wolff",USA,"$10,000,000 ","$82,530,552 ",United States,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Avengers: Infinity War,8.4,2018,April,PG-13,149,"Anthony Russo, Joe Russo","Robert Downey Jr , Chris Hemsworth, Mark Ruffalo, Chris Evans",UK,"$321,000,000 ","$2,048,359,754 ",United States,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Quiet Place,7.5,2018,April,PG-13,90,John Krasinski,"Emily Blunt, John Krasinski, Millicent Simmonds, Noah Jupe",USA,"$17,000,000 ","$340,952,971 ",United States,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Nutcracker and the Four Realms,5.6,2018,November,PG,99,"Lasse Hallstr m, Joe Johnston","Mackenzie Foy, Keira Knightley, Morgan Freeman, Helen Mirren",UK,"$120,000,000 ","$173,961,069 ","Canada, United States",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Suspiria,6.7,2018,November,R,152,Luca Guadagnino,"Chlo Grace Moretz, Tilda Swinton, Doris Hick, Malgorzata Bela",Italy,"$20,000,000 ","$7,942,093 ","Italy, United States",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Deadpool 2,7.7,2018,May,R,119,David Leitch,"Ryan Reynolds, Josh Brolin, Morena Baccarin, Julian Dennison",Canada,"$110,000,000 ","$785,896,609 ",United States,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Annihilation,6.8,2018,February,R,115,Alex Garland,"Natalie Portman, Jennifer Jason Leigh, Tessa Thompson, Benedict Wong",UK,"$40,000,000 ","$43,070,915 ","United States, United Kingdom",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Green Book,8.2,2018,November,PG-13,130,Peter Farrelly,"Viggo Mortensen, Mahershala Ali, Linda Cardellini, Sebastian Maniscalco",USA,"$23,000,000 ","$321,752,656 ","United States, China",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Red Sparrow,6.6,2018,March,R,140,Francis Lawrence,"Jennifer Lawrence, Joel Edgerton, Matthias Schoenaerts, Charlotte Rampling",Slovakia,"$69,000,000 ","$151,572,634 ",United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Star Is Born,7.6,2018,October,R,136,Bradley Cooper,"Lady Gaga, Bradley Cooper, Sam Elliott, Greg Grunberg",UK,"$36,000,000 ","$436,233,122 ",United States,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mile 22,6.1,2018,August,R,94,Peter Berg,"Mark Wahlberg, Lauren Cohan, Iko Uwais, John Malkovich",Colombia,"$50,000,000 ","$66,308,758 ","United States, China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aquaman,6.8,2018,December,PG-13,143,James Wan,"Jason Momoa, Amber Heard, Willem Dafoe, Patrick Wilson",Italy,"$160,000,000 ","$1,148,528,393 ","United States, Australia",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ready Player One,7.4,2018,March,PG-13,140,Steven Spielberg,"Tye Sheridan, Olivia Cooke, Ben Mendelsohn, Lena Waithe",UK,"$175,000,000 ","$582,918,849 ","United States, India",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mission: Impossible - Fallout,7.7,2018,July,PG-13,147,Christopher McQuarrie,"Tom Cruise, Henry Cavill, Ving Rhames, Simon Pegg",Norway,"$178,000,000 ","$791,657,398 ","United States, China, France, Norway, United Kingdom",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Peppermint,6.5,2018,September,R,101,Pierre Morel,"Jennifer Garner, John Gallagher Jr , John Ortiz, Juan Pablo Raba",USA,"$25,000,000 ","$53,918,723 ","China, United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bohemian Rhapsody,7.9,2018,November,PG-13,134,Bryan Singer,"Rami Malek, Lucy Boynton, Gwilym Lee, Ben Hardy",UK,"$52,000,000 ","$910,809,311 ","United Kingdom, United States",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Solo: A Star Wars Story,6.9,2018,May,PG-13,135,Ron Howard,"Alden Ehrenreich, Woody Harrelson, Emilia Clarke, Donald Glover",Spain,"$275,000,000 ","$392,924,807 ",United States,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ballad of Buster Scruggs,7.3,2018,November,R,133,"Ethan Coen, Joel Coen","Tim Blake Nelson, Willie Watson, Clancy Brown, Danny McCarthy",USA,Unknown,Unknown,United States,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bumblebee,6.7,2018,December,PG-13,114,Travis Knight,"Hailee Steinfeld, Jorge Lendeborg Jr , John Cena, Jason Drucker",USA,"$135,000,000 ","$467,989,645 ","China, United States",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fifty Shades Freed,4.5,2018,February,R,105,James Foley,"Dakota Johnson, Jamie Dornan, Eric Johnson, Eloise Mumford",USA,"$55,000,000 ","$371,985,018 ","United States, China",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Crazy Rich Asians,6.9,2018,August,PG-13,120,Jon M Chu,"Constance Wu, Henry Golding, Michelle Yeoh, Gemma Chan",Singapore,"$30,000,000 ","$238,843,729 ",United States,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Favourite,7.5,2018,December,R,119,Yorgos Lanthimos,"Olivia Colman, Emma Stone, Rachel Weisz, Nicholas Hoult",UK,"$15,000,000 ","$95,918,706 ","Ireland, United Kingdom, United States",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Venom,6.6,2018,October,PG-13,112,Ruben Fleischer,"Tom Hardy, Michelle Williams, Riz Ahmed, Scott Haze",USA,"$100,000,000 ","$856,085,151 ","United States, China",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Instant Family,7.3,2018,November,PG-13,118,Sean Anders,"Mark Wahlberg, Rose Byrne, Isabela Merced, Gustavo Escobar",USA,"$48,000,000 ","$120,989,656 ",United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A Simple Favor,6.8,2018,September,R,117,Paul Feig,"Anna Kendrick, Blake Lively, Henry Golding, Andrew Rannells",Canada,"$20,000,000 ","$97,644,617 ","Canada, United States",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Incredibles 2,7.6,2018,June,PG,118,Brad Bird,"Craig T Nelson, Holly Hunter, Sarah Vowell, Huck Milner",USA,"$200,000,000 ","$1,243,089,244 ",United States,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bird Box,6.6,2018,December,R,124,Susanne Bier,"Sandra Bullock, Trevante Rhodes, John Malkovich, Sarah Paulson",USA,Unknown,Unknown,United States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Climax,6.9,2018,September,R,97,Gaspar No,"Sofia Boutella, Romain Guillermic, Souheila Yacoub, Kiddy Smile",France,"€ 2,600,000","$1,699,164 ","France, Belgium",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Meg,5.6,2018,August,PG-13,113,Jon Turteltaub,"Jason Statham, Bingbing Li, Rainn Wilson, Cliff Curtis",New Zealand,"$130,000,000 ","$530,517,320 ","United States, China",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Den of Thieves,7.0,2018,January,R,140,Christian Gudegast,"Gerard Butler, Pablo Schreiber, O Shea Jackson Jr , 50 Cent",USA,"$30,000,000 ","$80,509,622 ",United States,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Witch: Part 1 - The Subversion,7.1,2018,June,Not Rated,125,Park Hoon jung,"Kim Da mi, Min soo Jo, Choi Woo sik, Go Min Si",Unknown,"$5,500,000 ","$24,343,708 ",South Korea,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Vanishing,5.9,2018,January,R,107,Kristoffer Nyholm,"Peter Mullan, Gerard Butler, Emma King, Gary Lewis",United Kingdom,Unknown,"$1,202,522 ",United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sicario: Day of the Soldado,7.0,2018,June,R,122,Stefano Sollima,"Benicio Del Toro, Josh Brolin, Isabela Merced, Jeffrey Donovan",Mexico,"$35,000,000 ","$75,837,743 ","United States, Mexico",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Times at the El Royale,7.1,2018,October,R,141,Drew Goddard,"Jeff Bridges, Cynthia Erivo, Dakota Johnson, Jon Hamm",Canada,"$32,000,000 ","$31,882,724 ",United States,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mid90s,7.3,2018,October,R,85,Jonah Hill,"Sunny Suljic, Katherine Waterston, Lucas Hedges, Na kel Smith",USA,"$1,700,000 ","$9,303,022 ",United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ocean's Eight,6.3,2018,June,PG-13,110,Gary Ross,"Sandra Bullock, Cate Blanchett, Anne Hathaway, Mindy Kaling",USA,"$70,000,000 ","$297,795,726 ",United States,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Beautiful Boy,7.3,2018,October,R,120,Felix van Groeningen,"Steve Carell, Maura Tierney, Jack Dylan Grazer, Oakley Bull",USA,"$25,000,000 ","$31,711,319 ",United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fantastic Beasts: The Crimes of Grindelwald,6.5,2018,November,PG-13,134,David Yates,"Eddie Redmayne, Katherine Waterston, Dan Fogler, Johnny Depp",UK,"$200,000,000 ","$654,855,901 ","United Kingdom, United States",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Robin Hood,5.3,2018,November,PG-13,116,Otto Bathurst,"Taron Egerton, Jamie Foxx, Ben Mendelsohn, Eve Hewson",Croatia,"$100,000,000 ","$86,493,046 ",United States,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Set It Up,6.5,2018,June,TV-14,105,Claire Scanlon,"Zoey Deutch, Glen Powell, Lucy Liu, Taye Diggs",USA,Unknown,Unknown,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The House That Jack Built,6.8,2018,October,R,152,Lars von Trier,"Matt Dillon, Bruno Ganz, Uma Thurman, Siobhan Fallon Hogan",Denmark,"€ 8,700,000","$3,081,913 ","Denmark, France, Sweden, Germany, Belgium, Tunisia",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Happytime Murders,5.4,2018,August,R,91,Brian Henson,"Melissa McCarthy, Elizabeth Banks, Maya Rudolph, Leslie David Baker",USA,"$40,000,000 ","$27,506,452 ","United States, China",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Capernaum,8.4,2018,September,R,126,Nadine Labaki,"Zain Al Rafeea, Yordanos Shiferaw, Boluwatife Treasure Bankole, Kawsar Al Haddad",Lebanon,"$4,000,000 ","$64,417,003 ","Lebanon, France, Cyprus, Qatar, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Game Night,6.9,2018,February,R,100,"John Francis Daley, Jonathan Goldstein","Jason Bateman, Rachel McAdams, Kyle Chandler, Sharon Horgan",USA,"$37,000,000 ","$117,768,230 ",United States,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Night School,5.6,2018,September,PG-13,111,Malcolm D Lee,"Kevin Hart, Tiffany Haddish, Rob Riggle, Romany Malco",USA,"$29,000,000 ","$103,105,878 ","United States, China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Maze Runner: The Death Cure,6.2,2018,January,PG-13,143,Wes Ball,"Dylan O Brien, Ki Hong Lee, Kaya Scodelario, Thomas Brodie Sangster",South Africa,"$62,000,000 ","$288,175,335 ",United States,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jurassic World: Fallen Kingdom,6.1,2018,June,PG-13,128,J A Bayona,"Chris Pratt, Bryce Dallas Howard, Rafe Spall, Justice Smith",UK,"$170,000,000 ","$1,310,466,296 ","United States, China",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomb Raider,6.3,2018,March,PG-13,119,Roar Uthaug,"Alicia Vikander, Dominic West, Walton Goggins, Daniel Wu",South Africa,"$94,000,000 ","$274,650,803 ","United Kingdom, United States",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sorry to Bother You,6.9,2018,July,R,112,Boots Riley,"LaKeith Stanfield, Tessa Thompson, Jermaine Fowler, Omari Hardwick",USA,"$3,200,000 ","$18,170,707 ",United States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Princess Switch,6.0,2018,November,TV-PG,101,Mike Rohl,"Vanessa Hudgens, Sam Palladio, Nick Sagar, Alexa Adeosun",Romania,Unknown,Unknown,United States,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Predator,5.3,2018,September,R,107,Shane Black,"Boyd Holbrook, Trevante Rhodes, Jacob Tremblay, Keegan Michael Key",Canada,"$88,000,000 ","$160,542,134 ","Canada, United States",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Equalizer 2,6.7,2018,July,R,121,Antoine Fuqua,"Denzel Washington, Pedro Pascal, Ashton Sanders, Orson Bean",Turkey,"$62,000,000 ","$190,400,157 ",United States,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunter Killer,6.6,2018,October,R,121,Donovan Marsh,"Gerard Butler, Gary Oldman, Common, Linda Cardellini",Bulgaria,"$40,000,000 ","$31,676,128 ","United Kingdom, China, France, United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandy,6.5,2018,September,Not Rated,121,Panos Cosmatos,"Nicolas Cage, Andrea Riseborough, Linus Roache, Ned Dennehy",Belgium,"$6,000,000 ","$1,653,784 ","United Kingdom, Belgium, United States",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Under the Silver Lake,6.5,2018,April,R,139,David Robert Mitchell,"Andrew Garfield, Riley Keough, Topher Grace, Callie Hernandez",USA,"$8,500,000 ","$2,053,469 ",United States,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BlacKkKlansman,7.5,2018,August,R,135,Spike Lee,"John David Washington, Adam Driver, Laura Harrier, Topher Grace",USA,"$15,000,000 ","$93,413,709 ","United States, China",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Vice,7.2,2018,December,R,132,Adam McKay,"Christian Bale, Amy Adams, Steve Carell, Sam Rockwell",USA,"$60,000,000 ","$76,073,488 ",United States,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
First Man,7.3,2018,October,PG-13,141,Damien Chazelle,"Ryan Gosling, Claire Foy, Jason Clarke, Kyle Chandler",USA,"$59,000,000 ","$105,713,218 ","United States, Japan, China",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Outlaw King,6.9,2018,November,R,121,David Mackenzie,"Chris Pine, Stephen Dillane, Rebecca Robin, Billy Howle",UK,"$120,000,000 ",Unknown,"United Kingdom, United States",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12 Strong,6.5,2018,January,R,130,Nicolai Fuglsig,"Chris Hemsworth, Michael Shannon, Michael Pe a, Navid Negahban",USA,"$35,000,000 ","$67,450,815 ",United States,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lizzie,5.9,2018,September,R,105,Craig William Macneill,"Chlo Sevigny, Kristen Stewart, Jeff Perry, Fiona Shaw",USA,Unknown,"$844,786 ",United States,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
High Life,5.8,2018,April,R,113,Claire Denis,"Robert Pattinson, Juliette Binoche, Andr 3000, Mia Goth",Poland,"€ 8,000,000","$2,133,033 ","France, United Kingdom, Germany, Poland, United States",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Nun,5.3,2018,September,R,96,Corin Hardy,"Demi n Bichir, Taissa Farmiga, Jonas Bloquet, Bonnie Aarons",Romania,"$22,000,000 ","$365,582,797 ",United States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ant-Man and the Wasp,7.0,2018,July,PG-13,118,Peyton Reed,"Paul Rudd, Evangeline Lilly, Michael Pe a, Walton Goggins",USA,"$162,000,000 ","$622,674,139 ","United States, Canada",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Night Hunter,5.9,2018,September,R,98,David Raymond,"Henry Cavill, Ben Kingsley, Alexandra Daddario, Stanley Tucci",Canada,Unknown,"$1,012,932 ",Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Burning,7.5,2018,May,Not Rated,148,Lee Chang dong,"Yoo Ah in, Steven Yeun, Jeon Jong seo, Kim Soo Kyung",South Korea,Unknown,"$7,578,063 ","South Korea, Japan",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Upgrade,7.5,2018,June,R,100,Leigh Whannell,"Logan Marshall Green, Melanie Vallejo, Steve Danielsen, Abby Craden",Australia,"$5,000,000 ","$16,706,680 ","United States, Australia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tumbbad,8.2,2018,October,Not Rated,104,"Rahi Anil Barve, Anand Gandhi, Adesh Prasad","Sohum Shah, Jyoti Malshe, Anita Date Kelkar, Ronjini Chakraborty",Unknown,Unknown,"$1,691,980 ","India, Sweden",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Widows,6.8,2018,November,R,129,Steve McQueen,"Viola Davis, Michelle Rodriguez, Elizabeth Debicki",USA,"$42,000,000 ","$75,984,700 ","United Kingdom, United States",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Kissing Booth,5.9,2018,May,TV-14,105,Vince Marcello,"Joey King, Jacob Elordi, Joel Courtney, Megan du Plessis",South Africa,Unknown,Unknown,"United Kingdom, United States",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hold the Dark,5.6,2018,September,TV-MA,125,Jeremy Saulnier,"Jeffrey Wright, Alexander Skarsg rd, James Badge Dale, Riley Keough",Canada,Unknown,Unknown,United States,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Truth or Dare,5.2,2018,April,PG-13,100,Jeff Wadlow,"Lucy Hale, Tyler Posey, Violett Beane, Hayden Szeto",USA,"$3,500,000 ","$95,330,710 ",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Isle of Dogs,7.8,2018,April,PG-13,101,Wes Anderson,"Bryan Cranston, Koyu Rankin, Edward Norton, Bob Balaban",UK,Unknown,"$64,337,744 ","United States, Germany, United Kingdom",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The VelociPastor,5.0,2018,August,Not Rated,75,Brendan Steere,"Greg Cohan, George Schewnzer, Janice Young, Daniel Steere",USA,"$11,000 ",Unknown,"United States, China",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mamma Mia! Here We Go Again,6.6,2018,July,PG-13,114,Ol Parker,"Lily James, Amanda Seyfried, Meryl Streep, Cher",Croatia,"$75,000,000 ","$402,264,843 ","United Kingdom, United States, Japan, China, Croatia",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mary Queen of Scots,6.3,2018,December,R,124,Josie Rourke,"Saoirse Ronan, Margot Robbie, Jack Lowden, Joe Alwyn",UK,"$25,000,000 ","$46,712,809 ","United Kingdom, United States, China",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mortal Engines,6.1,2018,December,PG-13,128,Christian Rivers,"Hera Hilmar, Robert Sheehan, Hugo Weaving, Jihae",New Zealand,"$100,000,000 ","$83,869,818 ","United States, New Zealand, Japan, China",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Creed II,7.1,2018,November,PG-13,130,Steven Caple Jr,"Michael B Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad",USA,"$50,000,000 ","$214,215,889 ",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mary Poppins Returns,6.7,2018,December,PG,130,Rob Marshall,"Emily Blunt, Lin Manuel Miranda, Ben Whishaw, Emily Mortimer",UK,"$130,000,000 ","$349,546,142 ",United States,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Overlord,6.6,2018,November,R,110,Julius Avery,"Jovan Adepo, Wyatt Russell, Mathilde Ollivier, Pilou Asb k",UK,"$38,000,000 ","$41,657,844 ","United States, Canada",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
To All the Boys I've Loved Before,7.0,2018,August,TV-14,99,Susan Johnson,"Lana Condor, Noah Centineo, Janel Parrish, Anna Cathcart",Canada,Unknown,Unknown,United States,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Searching,7.6,2018,August,PG-13,102,Aneesh Chaganty,"John Cho, Debra Messing, Joseph Lee, Michelle La",Unknown,"$880,000 ","$75,462,037 ","United States, Russia",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Roma,7.7,2018,November,R,135,Alfonso Cuar n,"Yalitza Aparicio, Marina de Tavira, Diego Cortina Autrey, Carlos Peralta",Mexico,Unknown,"$1,140,769 ","Mexico, United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trautmann,7.2,2018,October,,120,Marcus H Rosenm ller,"David Kross, Freya Mavor, John Henshaw, Harry Melling",Northern Ireland,€ 11,"$1,916,514 ","United Kingdom, Germany",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
